msoa,ScoreCQI,crash_rate,commute_rate,OverallCycleScore,ScoreCQIMean,index_length,index_space_syntax,index_space_syntax_length,commute_path
E02001347,4.048582995951417,3,1.5,0.21721885453444228,35.91902834008097,36.29032705115327,0.1933108797821683,0.1805844863984401,0.2575472226375407
E02001348,8.994708994708994,1,2.4,0.38359543040411187,38.20320855614973,38.33605220633127,0.2419759852170113,0.2273621521475841,0.3407355105723755
E02001349,8.727272727272728,5,1.8,0.2530609709738751,32.025454545454544,35.44618092579453,0.1703934326026821,0.1706168983798892,0.275468280857257
E02001350,0.7731958762886598,2,1.8,0.28743241724646146,37.077319587628864,36.15357907777802,0.2031732419938147,0.2027773317674431,0.6779504523820872
E02001351,1.1396011396011396,4,2.7,0.2978755907406391,34.78632478632478,36.64236295926956,0.1776963833125589,0.1761982198501755,0.2675089541738476
E02001352,1.020408163265306,3,2.7,0.3025653480937259,35.74742268041237,36.09070867901791,0.1982114859957467,0.1850452002097837,0.286814670564213
E02001353,0.2890173410404624,4,1.2,0.3905180351356257,42.31791907514451,41.04557504133335,0.2368996608827352,0.2257941750510346,0.4068570885269645
E02001354,2.5510204081632653,4,1.9,0.293756772448612,35.55958549222798,36.96139309478835,0.2108737607425142,0.1878332059991794,0.2958161815946255
E02001355,16.666666666666664,4,2.3,0.45076450847039407,35.68888888888889,34.70944992526043,0.2357061724132843,0.224904268701,0.3474656238865483
E02001356,4.25531914893617,6,2.0,0.533679711812685,41.290780141843975,43.2171837993076,0.2384224625332981,0.2375474480113642,0.4105560645295732
E02001357,11.67883211678832,1,1.9,0.311422723527965,38.613138686131386,40.26038567754855,0.23701611528452,0.2153696813433495,0.3591836996324752
E02001358,26.666666666666668,1,2.5,0.4207518582379146,40.95,40.660032501842295,0.2465625715650012,0.2360498971468935,0.3047053894539697
E02001359,1.7777777777777777,1,1.5,0.3006827032423826,39.471111111111114,41.46402452109572,0.2061467324808244,0.2187844451819917,0.4099620059230373
E02001360,3.1779661016949152,4,2.9,0.33499739708452464,33.30542986425339,33.94829600836652,0.1914538779034556,0.183279501286096,0.2988214272301225
E02001361,8.571428571428571,2,1.8,0.5295454545454545,40.47142857142857,42.89826400643772,0.2711385033103692,0.2697924374723153,0.4535279868858805
E02001362,11.046511627906977,1,2.1,0.26963621764103735,39.32748538011696,38.3148019714495,0.2239112945336647,0.2006097230668846,0.4204050484591232
E02001363,1.25,3,2.0,0.4377466042572054,39.75,40.826895459625526,0.2284499051894018,0.2336405405153697,0.3112703534832607
E02001364,20.0,5,2.6,0.4925604251358031,43.73456790123457,43.6508276975175,0.2310820204422688,0.2241335388003441,0.5116200490273235
E02001365,20.77922077922078,3,2.9,0.4415085742947784,43.11688311688312,44.15617726484041,0.2296361152393661,0.2203099008075628,0.4305180057039812
E02001366,6.132075471698113,6,2.2,0.42311893970791903,35.02843601895734,36.58856295455077,0.2049170090262302,0.2037512793276433,0.4687990568183303
E02001367,5.147058823529411,5,1.2,0.4188235249233494,38.78308823529411,39.88335931508741,0.2235391542579989,0.2260800361094998,0.3018088138163327
E02001368,1.528013582342954,3,2.2,0.18292804552816821,33.447916666666664,33.069256225430244,0.1708533622500011,0.1599148788674273,0.2660232331926547
E02001369,2.6548672566371683,1,1.7,0.3218730154136477,34.36467889908257,35.77840232800497,0.2121422789158277,0.2214560063569737,0.3386801331538986
E02001370,2.8368794326241136,7,2.6,0.4214121175696991,36.99636363636364,36.32673924562276,0.2012408801583198,0.1893424311081678,0.5179732569911636
E02001371,4.310344827586207,2,1.7,0.20454292226682372,38.69565217391305,37.38925765633779,0.2157630934130103,0.1814310105791888,0.1946685124880698
E02001372,10.616438356164384,0,1.4,0.18479410270931593,34.35958904109589,34.19405622472005,0.1946528662829926,0.1958531046570323,0.3373294276483538
E02001373,1.909307875894988,3,2.1,0.27503158602220784,30.1145584725537,30.717886696306095,0.1930081045652829,0.1870053411779595,0.4317772183969025
E02001374,4.3478260869565215,3,3.2,0.31956963416161016,35.23986486486486,36.03464419787396,0.1882096473187717,0.1817674584171192,0.4518911346148879
E02001375,14.367816091954024,3,2.0,0.294942745001004,38.264367816091955,37.79329941626836,0.1949407625323697,0.1941134839393138,0.2398684238551599
E02001376,10.212765957446807,5,2.6,0.5201985830561608,38.54893617021276,39.11205754472109,0.2259260335808141,0.2317835773739935,0.566253826701896
E02001377,6.8645640074211505,6,3.2,0.612309070347631,33.921875,33.36657907296991,0.2401608719545376,0.2401489083157024,0.4838981606208903
E02001378,4.067796610169491,3,2.1,0.3185626665892569,36.91525423728814,35.21155033189318,0.2173964195461462,0.1990544236982267,0.438909736209695
E02001380,4.098360655737705,1,1.6,0.2103772258277002,31.80327868852459,33.59219428180756,0.224494606323262,0.1921916734901532,0.197585664268508
E02001381,3.6734693877551026,2,3.6,0.5051975737402821,38.52765957446808,39.06751737192862,0.2397318806083026,0.2343092727541615,0.5587533220439566
E02001382,6.8493150684931505,2,1.2,0.2233534956470656,41.61702127659574,41.884663416916595,0.2273878917013139,0.1946220417118128,0.3648949443855909
E02001383,7.051282051282051,3,2.6,0.39510272035612926,33.91289198606272,35.62789824756689,0.2278696889708555,0.2122557439588843,0.3701138638429358
E02001384,9.58904109589041,11,4.0,0.7025163728353947,35.61643835616438,38.6698408556568,0.2370793911522813,0.214598130293419,0.5438775669543644
E02001385,8.837209302325581,7,4.2,0.6453877709810432,38.52884615384615,39.24600650028432,0.2318570505376042,0.2257871530849092,0.5020717031447383
E02001386,6.853582554517133,2,2.0,0.24687219226071153,39.639871382636656,41.04567279501598,0.2146584973710832,0.1883567990135898,0.3033414415417609
E02001387,9.16030534351145,1,2.0,0.16088942500436196,34.324,34.28564343757724,0.2003300462762415,0.1721062923108841,0.5176039542016948
E02001388,13.333333333333334,7,2.9,0.607107329080804,38.50777202072539,42.61167116787204,0.2190467423381783,0.23595085634907,0.6067825865010279
E02001389,5.660377358490567,7,5.7,0.702218892053127,36.02054794520548,36.09861878464695,0.2409926862934853,0.2175643800208285,0.6533052444606003
E02001390,4.333333333333334,4,3.1,0.45096034635646953,38.916666666666664,39.79781875090878,0.2002778159214306,0.2121834304660618,0.3866688312341227
E02001391,2.032520325203252,2,1.8,0.2375325696253697,34.300813008130085,37.16616063661085,0.1595979492210417,0.1889654214288238,0.9612302327272364
