msoa,OverallCycleScore,ScoreCQI,ScoreCQIMean,commute_path,commute_rate,crash_rate,index_length,index_space_syntax,index_space_syntax_length
E02001347,-0.33673636654115074,-0.34369101475833674,-0.04933064923976578,-0.7403419576955298,-0.49316237461710144,0.08930133417189882,-0.3299820290258456,-0.6229447865858394,-1.0486027426306381
E02001348,0.18724023448905378,0.39632157504440635,0.6444254125341681,-0.7403419576955298,0.49851120731359855,-0.8789131310602678,0.30775125384548885,1.4504343430965065,1.1235589747410575
E02001349,0.585602969251934,0.3563092088162913,-1.2318951434875811,-0.7403419576955298,-0.1626045139735347,1.0575157994040654,-0.5931356977313106,-1.5993437127355714,-1.5114563878838814
E02001350,-0.8891882795310698,-0.8337367001365557,0.3024680261156524,-0.7403419576955298,-0.1626045139735347,-0.3948058984441845,-0.3726117702527467,-0.20275837588600915,-0.018058607131953914
E02001351,-0.5157316826745619,-0.778917128639725,-0.39335777594506754,0.6377683865141943,0.8290690679571656,0.5734085667879821,-0.22023854036445675,-1.2882011506952908,-1.2522828563289752
E02001352,-0.654328567994024,-0.7967501363566196,-0.10145108430539466,-0.7403419576955298,0.8290690679571656,0.08930133417189882,-0.3922109552631237,-0.41415422597297363,-0.8414656053242712
E02001353,-0.7650020467482154,-0.9061768708653076,1.8941540219127118,0.4238440339781583,-0.8237202352606682,0.5734085667879821,1.1524164759585616,1.2341573036009557,1.0507485903771745
E02001354,-0.3886739837674408,-0.5677482201872284,-0.15850139365172522,0.7835970861364103,-0.05241856042567928,0.5734085667879821,-0.12078425387621139,0.12532259134127743,-0.7120021242687461
E02001355,1.613989356671603,1.5441583400416021,-0.11922909166328857,1.0496765185613326,0.3883252537657429,0.5734085667879821,-0.8228038319743065,1.183308670643832,1.0094250126690132
E02001356,0.10159034455535733,-0.3127602709773388,1.5821892057181008,1.3746958777802334,0.05776739312217639,1.5416230320201487,1.8293926468922168,1.299036340288758,1.5965220737133978
