msoa,OverallCycleScore,ScoreCQI,ScoreCQIMean,commute_path,commute_rate,crash_rate,index_length,index_space_syntax,index_space_syntax_length
E02003012,-0.4755979904967772,-0.7296134918814511,1.0255454389919263,-0.5895021915288419,-0.8078605194082854,0.4955374360887663,0.6990071408377979,0.16087663487714893,-0.050819730438296754
E02003013,-0.8806542260131743,-1.3228052256799232,-0.2544749488542424,-0.5895021915288419,-0.8078605194082854,0.4955374360887663,-0.025411205322804758,-1.14293101836939,-1.032085376794121
E02003015,-0.7376162025528655,-1.0971974123627437,-1.3904221432516548,1.271472941386939,-0.17573312249008063,0.12388435902219162,-1.0260679935843189,-0.9844807921336017,-0.7510786765335129
E02003016,-0.4421532854167162,-0.6967680669837379,-0.054863492239301266,1.6412300225613021,-0.07848275373343369,0.12388435902219162,0.5471621699389625,-0.46744338320029016,-0.1280420494916933
E02003017,-0.5288419716428542,-0.38812276156720704,-0.864318841182733,1.3346583368287415,-0.02985756935511043,-0.6194217951109577,-0.662401281606312,-0.378630036340483,-0.6989669974652647
E02003018,-1.4685843067182818,-1.5868790817117684,-0.19574628004396752,-0.5895021915288419,-0.5647345975166682,-0.6194217951109577,-1.069778843642982,0.49008051855489637,0.4181056607583843
E02003020,-1.0803517420658093,-0.5665937288614566,-0.6199481571015212,-0.5895021915288419,-0.5647345975166682,-1.3627279492441071,-1.3773455807716286,-0.12983741340829977,-0.32666711624934625
E02003021,-0.09738850609652948,-1.1437336838214185,-0.9024195305761094,2.0450624471745633,0.7481453806980642,1.2388435902219157,-0.39871638430473183,0.49295559040265,-0.186636018163338
E02003022,-0.19679414704900525,-0.8698452087364105,0.7247491863383466,-0.5895021915288419,0.16464316815818347,0.867190513155341,0.6879510579878216,0.13519157569831294,0.5600680758475808
E02003023,-0.0842594823769399,0.47268629811106866,1.0215804839309983,-0.5895021915288419,0.018767615023212825,-0.9910748721775324,0.18252389902121943,-1.212190587987856,-1.2155909648598968
E02003024,0.6015103945090832,-0.12021888698944534,0.054518815624602486,-0.5895021915288419,0.06739279940153652,1.6104966672884906,0.15216380035813376,-0.8341315131174563,-0.6600222645107175
E02003025,0.5228543456105254,0.5228551983888041,0.7187409270250023,1.896091107547776,0.5050194588064472,0.12388435902219162,-1.0622436937370556,-0.2725660194558594,-0.9448112502375976
E02003026,-0.7668899141565033,-1.2207341252988197,-0.07395315337087696,-0.5895021915288419,-0.6133597818949917,0.4955374360887663,0.29725476451247107,1.5919183634039415,2.492350901747945
E02003027,0.995971656512222,-0.6396049742947817,-0.686846376522944,-0.5895021915288419,1.3316475932379455,2.7254558984882147,0.6411750503107216,-1.0929223184676835,-0.9946294412553393
E02003028,0.17522093646201006,-0.260508123006363,-0.6992305650221508,-0.5895021915288419,0.6508950119414177,0.4955374360887663,-0.5170864202933562,-0.21989998664293184,-0.1720548727629884
E02003029,0.5445865862227622,1.119345535646841,1.7957648284952257,1.9356716946142947,0.16464316815818347,-0.6194217951109577,1.55525481171633,1.567398416844438,1.7813397213669344
