msoa,diabetes,opioids,OME,total,asthma,hypertension,depression,anxiety
E02001062,5.517543403025678,5.517543403025678,73.37799250476857,149.55526776150873,1.6395990668624087,7.450056465985752,3.1256802284222496,4.980771730935079
E02001064,19.293649562088184,19.293649562088184,134.5124119290056,496.4368398529321,5.294728286271218,24.233070027266212,9.00178956826874,15.569570735437377
E02001095,3.2123895657042603,3.2123895657042603,33.79660737204371,139.6932593617242,1.565868308712707,7.764614837245664,3.3845515918651334,5.213591918486029
E02001091,33.93459687492754,33.93459687492754,305.8451942855809,1179.8727693384665,13.439031046941093,84.38749015465845,42.26132467312184,56.55366551869519
E02001092,20.09365149746757,20.09365149746757,212.86737997449023,913.2093552534668,10.323074648813607,49.06711481753379,22.07716145379589,34.921723387970744
E02001083,23.192284061717597,23.192284061717597,144.51464475244214,849.3135171120199,9.217937349028636,45.56180019822407,21.836545727734464,30.229396728563486
E02001086,35.624352379628135,35.624352379628135,178.56632844891607,1113.574323355175,11.292871560461451,63.945477462422076,25.575482180067752,37.37492465187083
E02001081,33.834649698948226,33.834649698948226,139.54818217585034,1189.3630274795769,13.32353027527768,66.63921316500696,28.75109637075097,40.55393587001855
E02001093,7.049303916769347,7.049303916769347,81.62995802445656,282.7161873615483,3.3857716373604774,17.075847533554732,6.909207688582939,9.830129611584415
E02001094,2.2199260912312555,2.2199260912312555,25.304863850183033,92.64984198802446,1.0348885573195887,5.143653365168329,2.206157984038337,3.371177688369482
E02001059,15.670866800995492,15.670866800995492,220.97705831784432,736.1480057126523,6.483373333631159,40.150403194028925,14.02565090533085,23.36699536651444
E02001056,29.831288232328767,29.831288232328767,369.1675901777008,1396.2906835433005,11.447388879491864,74.68169561189616,24.84712602994786,41.53568625035214
E02001045,32.660134591347564,32.660134591347564,271.6275074895069,1327.116837414618,12.02243537701902,74.01052766125062,32.797930365557825,45.86193980774875
E02001046,31.193907314210286,31.193907314210286,241.90278589329006,1229.091506407609,11.414780234820148,69.34435197465356,31.10730698771909,43.350973082127375
E02001048,41.58198579681975,41.58198579681975,606.553752023459,1411.293716694491,11.234978011117294,62.23498676465583,23.245661643833824,37.78808319698832
E02001088,39.94348809366471,39.94348809366471,423.73029544132226,1529.6111610043376,17.804976150981904,100.64296323962674,45.49412621874041,64.4527752615413
E02001078,47.19175367208712,47.19175367208712,244.1501376804331,1399.7588897874875,14.599395963171066,77.52856245005519,31.867630315602337,51.77908100498211
E02001085,43.759374312711365,43.759374312711365,301.449017454862,1546.2449158129878,14.224070012379569,84.63208673114016,36.9125111359138,56.28568382542904
E02001084,30.080747603993974,30.080747603993974,222.47194193331316,1112.073183241783,11.427011383343567,60.37463783935727,28.687267313744417,41.30394926204116
E02001089,29.741480995872298,29.741480995872298,206.35729741340316,1109.116035092261,11.878023785956955,63.48861521957309,29.846788013389304,41.38517594322391
E02006912,2.0155900487204597,2.0155900487204597,16.873800576619793,91.33688398028661,1.6457814174689918,4.197332906492608,3.685094796271274,5.148197865456294
E02006983,19.576927917176974,19.576927917176974,184.9875095909069,817.3006482121423,8.058108405458379,40.94152381732874,19.11215197202058,29.40768831256888
E02006902,9.242915077650723,9.242915077650723,103.62717474389552,412.5433446071952,6.500294533352837,20.445311161770796,13.536362856764915,19.29573577191749
E02001047,19.44926463737658,19.44926463737658,156.6039291560134,726.0554050386784,7.096193414184471,41.22149615241614,18.32082422228365,25.734181957141306
E02006915,38.17274015499393,38.17274015499393,280.60194916333216,1024.9596169809788,8.708615837841217,46.09490314370652,14.936866480858944,26.6051223127116
E02006913,28.40906486607241,28.40906486607241,240.05864351538952,826.0083908356194,9.405911538155669,40.36880616892473,17.69629131197777,27.671690890932517
E02001052,51.03279144863961,51.03279144863961,449.62098975444127,1552.384863172758,11.795735391228705,63.51395649238465,19.733576879841333,36.882767594303445
E02001073,33.90996481222093,33.90996481222093,152.53577367792937,1225.5686316617591,13.984935811594454,67.16936001357098,29.798083812112594,41.885408129616685
E02001077,35.10309900272569,35.10309900272569,157.8621965551795,1205.1925594955692,13.21662278042883,62.29534465290392,26.52424927991039,38.87700381440076
