msoa,OME,anxiety,asthma,depression,diabetes,hypertension,opioids,total
E02001679,-0.1738036136657164,-0.28397922655284313,0.09631459353439124,-0.29374612136730827,-0.43134133123419965,-0.1618658430374382,-0.43134133123419965,-0.08568084788236581
E02001676,-0.2555120678857727,-0.5698091775532298,-0.43498401029982503,-0.5427634005683164,-0.5945782412804415,-0.4117814122453256,-0.5945782412804415,-0.4166874583989323
E02001674,-0.06625958607364599,-0.32267864474369207,-0.3700181585387681,-0.29623004828993454,-0.32521776560106813,-0.22822259998345348,-0.32521776560106813,-0.1898958065377052
E02001669,0.012544097681420325,-0.3147557503246849,-0.5300616438200496,-0.23004553567358207,-0.30750471068301277,-0.18356226108936802,-0.30750471068301277,-0.21405605419684387
E02001672,1.612835815902053,0.9514889855665319,1.1906944454080977,0.9238120246114647,1.091939287164282,1.4546650141972663,1.091939287164282,1.4014601580899149
E02006869,-0.39089469101029845,-0.5086749872132847,-0.6391804038986185,-0.4458548550311542,-0.4662149443259591,-0.503632865084516,-0.4662149443259591,-0.7062239011846527
E02001624,-0.267302894479616,0.9080977475085775,1.2047310415107335,0.8810975877258014,1.4878260445494385,0.6619058891499102,1.4878260445494385,1.545044532764743
E02001623,0.11350657967904028,0.5572032615228161,0.7274422758962155,0.40816494364049133,1.2774713510685427,0.09804230175530869,1.2774713510685427,0.7683590510091362
E02001620,-0.570887680364917,-0.7073098576958463,-0.72361000137672,-0.7252665793177966,-0.2742548094993055,-0.8259436454725112,-0.2742548094993055,-0.6196562006583257
E02001617,-0.7284222360733145,-0.8453023204115784,-0.9566129561769459,-0.798251632072128,-0.5932806444710257,-0.8794159466239224,-0.5932806444710257,-0.8306655396641625
E02001648,-1.1358852190443363,-1.6353702414345528,-1.599383115091553,-1.5993681201449463,-1.5669740893441422,-1.5214822324322883,-1.5669740893441422,-1.659894380588082
E02001646,-0.9508742987937087,-0.6736606679642424,-0.7387309754921249,-0.6596922965461317,-1.020346744258514,-1.0298922983998138,-1.020346744258514,-0.8598879927405871
